Name,Question ID,Difficulty,Question Tags,Company Tags,Question URL,Total Submissions,Total Accepted
Distribute Candies Among Children II,2929,Medium,"Combinatorics, Enumeration, Math","Amazon, Rubrik",https://leetcode.com/problems/distribute-candies-among-children-ii,36355,12935
Number of Strings Which Can Be Rearranged to Contain Substring,2930,Medium,"Combinatorics, Dynamic Programming, Math",Meesho,https://leetcode.com/problems/number-of-strings-which-can-be-rearranged-to-contain-substring,11725,6587
Maximum Spending After Buying Items,2931,Hard,"Array, Greedy, Heap (Priority Queue), Matrix, Sorting",Zomato,https://leetcode.com/problems/maximum-spending-after-buying-items,17477,11321
Maximum Strong Pair XOR I,2932,Easy,"Array, Bit Manipulation, Hash Table, Sliding Window, Trie",Amazon,https://leetcode.com/problems/maximum-strong-pair-xor-i,54360,41669
High-Access Employees,2933,Medium,"Array, Hash Table, Sorting, String",Atlassian,https://leetcode.com/problems/high-access-employees,51009,23015
Minimum Operations to Maximize Last Elements in Arrays,2934,Medium,"Array, Enumeration","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays,28234,12756
Maximum Strong Pair XOR II,2935,Hard,"Array, Bit Manipulation, Hash Table, Sliding Window, Trie","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-strong-pair-xor-ii,21473,6576
Number of Equal Numbers Blocks,2936,Medium,"Array, Binary Search, Interactive",Google,https://leetcode.com/problems/number-of-equal-numbers-blocks,2891,1910
Make Three Strings Equal,2937,Easy,String,Amazon,https://leetcode.com/problems/make-three-strings-equal,70187,30778
Separate Black and White Balls,2938,Medium,"Greedy, String, Two Pointers","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/separate-black-and-white-balls,246492,160102
Maximum Xor Product,2939,Medium,"Bit Manipulation, Greedy, Math","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-xor-product,36661,9804
Find Building Where Alice and Bob Can Meet,2940,Hard,"Array, Binary Indexed Tree, Binary Search, Heap (Priority Queue), Monotonic Stack, Segment Tree, Stack",Infosys,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,20925,7379
Maximum GCD-Sum of a Subarray,2941,Hard,"Array, Binary Search, Math, Number Theory","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray,925,429
Find Words Containing Character,2942,Easy,"Array, String",Amazon,https://leetcode.com/problems/find-words-containing-character,186067,165158
Maximize Area of Square Hole in Grid,2943,Medium,"Array, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,32597,12143
Minimum Number of Coins for Fruits,2944,Medium,"Array, Dynamic Programming, Heap (Priority Queue), Monotonic Queue, Queue","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-number-of-coins-for-fruits,36177,16972
Find Maximum Non-decreasing Array Length,2945,Hard,"Array, Binary Search, Dynamic Programming, Monotonic Queue, Monotonic Stack, Queue, Stack",Amazon,https://leetcode.com/problems/find-maximum-non-decreasing-array-length,26654,4466
Matrix Similarity After Cyclic Shifts,2946,Easy,"Array, Math, Matrix, Simulation",Salesforce,https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts,41521,24474
Count Beautiful Substrings I,2947,Medium,"Enumeration, Hash Table, Math, Number Theory, Prefix Sum, String",Amazon,https://leetcode.com/problems/count-beautiful-substrings-i,35151,21885
Make Lexicographically Smallest Array by Swapping Elements,2948,Medium,"Array, Sorting, Union Find",Atlassian,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements,24230,9714
Count Beautiful Substrings II,2949,Hard,"Hash Table, Math, Number Theory, Prefix Sum, String",Amazon,https://leetcode.com/problems/count-beautiful-substrings-ii,21298,5432
Number of Divisible Substrings,2950,Medium,"Counting, Hash Table, Prefix Sum, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/number-of-divisible-substrings,2544,1870
Find the Peaks,2951,Easy,"Array, Enumeration","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/find-the-peaks,71171,54018
Minimum Number of Coins to be Added,2952,Medium,"Array, Greedy, Sorting",Flipkart,https://leetcode.com/problems/minimum-number-of-coins-to-be-added,36712,21204
Count Complete Substrings,2953,Hard,"Hash Table, Sliding Window, String",Meesho,https://leetcode.com/problems/count-complete-substrings,26478,7505
Count the Number of Infection Sequences,2954,Hard,"Array, Combinatorics, Math",SAP,https://leetcode.com/problems/count-the-number-of-infection-sequences,9324,3433
Number of Same-End Substrings,2955,Medium,"Array, Counting, Hash Table, Prefix Sum, String",Sprinklr,https://leetcode.com/problems/number-of-same-end-substrings,6714,3798
Find Common Elements Between Two Arrays,2956,Easy,"Array, Hash Table",Facebook,https://leetcode.com/problems/find-common-elements-between-two-arrays,80445,67722
Remove Adjacent Almost-Equal Characters,2957,Medium,"Dynamic Programming, Greedy, String",Salesforce,https://leetcode.com/problems/remove-adjacent-almost-equal-characters,43391,23049
Length of Longest Subarray With at Most K Frequency,2958,Medium,"Array, Hash Table, Sliding Window",MakeMyTrip,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency,276693,154549
Number of Possible Sets of Closing Branches,2959,Hard,"Bit Manipulation, Enumeration, Graph, Heap (Priority Queue), Shortest Path","Atlassian, Meesho",https://leetcode.com/problems/number-of-possible-sets-of-closing-branches,14545,7536
Count Tested Devices After Test Operations,2960,Easy,"Array, Counting, Simulation",Accenture,https://leetcode.com/problems/count-tested-devices-after-test-operations,54325,43886
Double Modular Exponentiation,2961,Medium,"Array, Math, Simulation",Barclays,https://leetcode.com/problems/double-modular-exponentiation,45242,21892
Count Subarrays Where Max Element Appears at Least K Times,2962,Medium,"Array, Sliding Window",Adobe,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,230153,135607
Count the Number of Good Partitions,2963,Hard,"Array, Combinatorics, Hash Table, Math",Google,https://leetcode.com/problems/count-the-number-of-good-partitions,22466,11195
Number of Divisible Triplet Sums,2964,Medium,"Array, Hash Table",IBM,https://leetcode.com/problems/number-of-divisible-triplet-sums,3922,2538
Find Missing and Repeated Values,2965,Easy,"Array, Hash Table, Math, Matrix","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/find-missing-and-repeated-values,76109,58076
Divide Array Into Arrays With Max Difference,2966,Medium,"Array, Greedy, Sorting",Google,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,214726,154369
Minimum Cost to Make Array Equalindromic,2967,Medium,"Array, Binary Search, Greedy, Math, Sorting",Google,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic,60044,13474
Apply Operations to Maximize Frequency Score,2968,Hard,"Array, Binary Search, Prefix Sum, Sliding Window, Sorting",Deutsche Bank,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score,18013,6904
Minimum Number of Coins for Fruits II,2969,Hard,"Array, Dynamic Programming, Heap (Priority Queue), Monotonic Queue, Queue","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii,1344,658
Count the Number of Incremovable Subarrays I,2970,Easy,"Array, Binary Search, Enumeration, Two Pointers",Apple,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i,40049,21289
Find Polygon With the Largest Perimeter,2971,Medium,"Array, Greedy, Prefix Sum, Sorting","Airtel, Bloomberg",https://leetcode.com/problems/find-polygon-with-the-largest-perimeter,206576,136451
Count the Number of Incremovable Subarrays II,2972,Hard,"Array, Binary Search, Two Pointers",Apple,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii,20020,8182
Find Number of Coins to Place in Tree Nodes,2973,Hard,"Depth-First Search, Dynamic Programming, Heap (Priority Queue), Sorting, Tree","Amazon, Google",https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes,23466,8722
Minimum Number Game,2974,Easy,"Array, Heap (Priority Queue), Simulation, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-number-game,108960,93706
Maximum Square Area by Removing Fences From a Field,2975,Medium,"Array, Enumeration, Hash Table","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,63236,14863
Minimum Cost to Convert String I,2976,Medium,"Array, Graph, Shortest Path, String",Atlassian,https://leetcode.com/problems/minimum-cost-to-convert-string-i,175449,102330
Minimum Cost to Convert String II,2977,Hard,"Array, Dynamic Programming, Graph, Shortest Path, String, Trie",Atlassian,https://leetcode.com/problems/minimum-cost-to-convert-string-ii,20286,5213
Most Expensive Item That Can Not Be Bought,2979,Medium,"Dynamic Programming, Math, Number Theory",Amazon,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought,6116,4876
Check if Bitwise OR Has Trailing Zeros,2980,Easy,"Array, Bit Manipulation","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros,50473,35846
Find Longest Special Substring That Occurs Thrice I,2981,Medium,"Binary Search, Counting, Hash Table, Sliding Window, String",Google,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i,55242,24835
Find Longest Special Substring That Occurs Thrice II,2982,Medium,"Binary Search, Counting, Hash Table, Sliding Window, String",Google,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii,53381,18306
Palindrome Rearrangement Queries,2983,Hard,"Hash Table, Prefix Sum, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/palindrome-rearrangement-queries,12658,3273
Number of Self-Divisible Permutations,2992,Medium,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/number-of-self-divisible-permutations,1991,1443
Smallest Missing Integer Greater Than Sequential Prefix Sum,2996,Easy,"Array, Hash Table, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum,101246,33578
Minimum Number of Operations to Make Array XOR Equal to K,2997,Medium,"Array, Bit Manipulation","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k,130827,112931
Minimum Number of Operations to Make X and Y Equal,2998,Medium,"Breadth-First Search, Dynamic Programming, Memoization","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal,45614,21712
Count the Number of Powerful Integers,2999,Hard,"Dynamic Programming, Math, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/count-the-number-of-powerful-integers,19034,5122
Maximum Area of Longest Diagonal Rectangle,3000,Easy,Array,"Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle,102584,37601
Minimum Moves to Capture The Queen,3001,Medium,"Array, Enumeration","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-moves-to-capture-the-queen,86887,18426
Maximum Size of a Set After Removals,3002,Medium,"Array, Greedy, Hash Table","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-size-of-a-set-after-removals,35991,16559
Maximize the Number of Partitions After Operations,3003,Hard,"Bit Manipulation, Bitmask, Dynamic Programming, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations,12625,3580
Maximum Subtree of the Same Color,3004,Medium,"Array, Depth-First Search, Dynamic Programming, Tree","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-subtree-of-the-same-color,2327,1484
Count Elements With Maximum Frequency,3005,Easy,"Array, Counting, Hash Table","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/count-elements-with-maximum-frequency,278247,218661
Find Beautiful Indices in the Given Array I,3006,Medium,"Binary Search, Hash Function, Rolling Hash, String, String Matching, Two Pointers","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i,76373,28311
Maximum Number That Sum of the Prices Is Less Than or Equal to K,3007,Medium,"Binary Search, Bit Manipulation, Dynamic Programming","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,26491,9801
Find Beautiful Indices in the Given Array II,3008,Hard,"Binary Search, Hash Function, Rolling Hash, String, String Matching, Two Pointers","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii,47487,11974
Maximum Number of Intersections on the Chart,3009,Hard,"Array, Binary Indexed Tree, Geometry, Math","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart,8355,3806
Divide an Array Into Subarrays With Minimum Cost I,3010,Easy,"Array, Enumeration, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i,52292,34945
Find if Array Can Be Sorted,3011,Medium,"Array, Bit Manipulation, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/find-if-array-can-be-sorted,46340,24017
