Name,Question ID,Difficulty,Question Tags,Company Tags,Question URL,Total Submissions,Total Accepted
Minimum Moves to Equal Array Elements II,462,Medium,"Array, Math, Sorting",Microsoft,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,315066,190246
Island Perimeter,463,Easy,"Array, Breadth-First Search, Depth-First Search, Matrix","Amazon, Facebook, Google",https://leetcode.com/problems/island-perimeter,918922,672230
Can I Win,464,Medium,"Bit Manipulation, Bitmask, Dynamic Programming, Game Theory, Math, Memoization",Linkedin,https://leetcode.com/problems/can-i-win,337509,100853
Optimal Account Balancing,465,Hard,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming","Amazon, Google, Uber",https://leetcode.com/problems/optimal-account-balancing,196197,97419
Count The Repetitions,466,Hard,"Dynamic Programming, String",Amazon,https://leetcode.com/problems/count-the-repetitions,66171,20404
Unique Substrings in Wraparound String,467,Medium,"Dynamic Programming, String",Apple,https://leetcode.com/problems/unique-substrings-in-wraparound-string,116733,47114
Validate IP Address,468,Medium,String,"Amazon, Cisco, Microsoft",https://leetcode.com/problems/validate-ip-address,632800,174022
Convex Polygon,469,Medium,"Array, Geometry, Math",Google,https://leetcode.com/problems/convex-polygon,27642,10968
Implement Rand10() Using Rand7(),470,Medium,"Math, Probability and Statistics, Randomized, Rejection Sampling","Amazon, Google, Yandex",https://leetcode.com/problems/implement-rand10-using-rand7,193009,88471
Encode String with Shortest Length,471,Hard,"Dynamic Programming, String",Google,https://leetcode.com/problems/encode-string-with-shortest-length,61717,31162
Concatenated Words,472,Hard,"Array, Depth-First Search, Dynamic Programming, String, Trie","Amazon, Microsoft",https://leetcode.com/problems/concatenated-words,475070,234304
Matchsticks to Square,473,Medium,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming",Microsoft,https://leetcode.com/problems/matchsticks-to-square,431022,174645
Ones and Zeroes,474,Medium,"Array, Dynamic Programming, String",Apple,https://leetcode.com/problems/ones-and-zeroes,455796,219263
Heaters,475,Medium,"Array, Binary Search, Sorting, Two Pointers","Amazon, Microsoft",https://leetcode.com/problems/heaters,331030,128227
Number Complement,476,Easy,Bit Manipulation,"Amazon, Apple",https://leetcode.com/problems/number-complement,682825,480160
Total Hamming Distance,477,Medium,"Array, Bit Manipulation, Math","Adobe, Amazon",https://leetcode.com/problems/total-hamming-distance,216569,115111
Generate Random Point in a Circle,478,Medium,"Geometry, Math, Randomized, Rejection Sampling","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/generate-random-point-in-a-circle,106980,43024
Largest Palindrome Product,479,Hard,"Enumeration, Math",Yahoo,https://leetcode.com/problems/largest-palindrome-product,76352,25975
Sliding Window Median,480,Hard,"Array, Hash Table, Heap (Priority Queue), Sliding Window","Facebook, Microsoft, Spotify",https://leetcode.com/problems/sliding-window-median,416435,161601
Magical String,481,Medium,"String, Two Pointers",Google,https://leetcode.com/problems/magical-string,75926,39316
License Key Formatting,482,Easy,String,"Capital One, Google",https://leetcode.com/problems/license-key-formatting,673559,297491
Smallest Good Base,483,Hard,"Binary Search, Math",Microsoft,https://leetcode.com/problems/smallest-good-base,57013,23890
Find Permutation,484,Medium,"Array, Greedy, Stack, String","Goldman Sachs, Google",https://leetcode.com/problems/find-permutation,59993,40190
Max Consecutive Ones,485,Easy,Array,"Apple, Google",https://leetcode.com/problems/max-consecutive-ones,2272437,1383322
Predict the Winner,486,Medium,"Array, Dynamic Programming, Game Theory, Math, Recursion","Amazon, Cisco, Google, Snapchat, Tiktok",https://leetcode.com/problems/predict-the-winner,445467,247042
Max Consecutive Ones II,487,Medium,"Array, Dynamic Programming, Sliding Window","Microsoft, Tiktok",https://leetcode.com/problems/max-consecutive-ones-ii,303981,153955
Zuma Game,488,Hard,"Breadth-First Search, Dynamic Programming, Memoization, Stack, String","Bloomberg, Salesforce",https://leetcode.com/problems/zuma-game,76547,24691
Robot Room Cleaner,489,Hard,"Backtracking, Interactive","Amazon, Citadel, Facebook, Google, Microsoft, Tiktok",https://leetcode.com/problems/robot-room-cleaner,224480,172629
The Maze,490,Medium,"Array, Breadth-First Search, Depth-First Search, Matrix","Amazon, Bytedance, Facebook, Google, Microsoft, Snapchat, Square",https://leetcode.com/problems/the-maze,309061,181147
Non-decreasing Subsequences,491,Medium,"Array, Backtracking, Bit Manipulation, Hash Table","Amazon, Yahoo",https://leetcode.com/problems/non-decreasing-subsequences,289471,177026
Construct the Rectangle,492,Easy,Math,Bloomberg,https://leetcode.com/problems/construct-the-rectangle,217186,128062
Reverse Pairs,493,Hard,"Array, Binary Indexed Tree, Binary Search, Divide and Conquer, Merge Sort, Ordered Set, Segment Tree",Amazon,https://leetcode.com/problems/reverse-pairs,693543,216568
Target Sum,494,Medium,"Array, Backtracking, Dynamic Programming","Adobe, Amazon, Bloomberg, Facebook, Google",https://leetcode.com/problems/target-sum,1423404,679068
Teemo Attacking,495,Easy,"Array, Simulation",Salesforce,https://leetcode.com/problems/teemo-attacking,291453,165436
Next Greater Element I,496,Easy,"Array, Hash Table, Monotonic Stack, Stack","Adobe, Amazon, Apple, Bloomberg, Facebook, Goldman Sachs, Google, Microsoft, Uber, Yahoo",https://leetcode.com/problems/next-greater-element-i,1164023,853141
Random Point in Non-overlapping Rectangles,497,Medium,"Array, Binary Search, Math, Ordered Set, Prefix Sum, Randomized, Reservoir Sampling",Google,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,106739,43038
Diagonal Traverse,498,Medium,"Array, Matrix, Simulation","Facebook, Google, Microsoft",https://leetcode.com/problems/diagonal-traverse,544121,333696
The Maze III,499,Hard,"Array, Breadth-First Search, Depth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path, String",Google,https://leetcode.com/problems/the-maze-iii,67152,33284
Keyboard Row,500,Easy,"Array, Hash Table, String",MathWorks,https://leetcode.com/problems/keyboard-row,350865,250872
Find Mode in Binary Search Tree,501,Easy,"Binary Search Tree, Binary Tree, Depth-First Search, Tree","Adobe, Google",https://leetcode.com/problems/find-mode-in-binary-search-tree,572392,324706
IPO,502,Hard,"Array, Greedy, Heap (Priority Queue), Sorting",Uber,https://leetcode.com/problems/ipo,457756,242815
Next Greater Element II,503,Medium,"Array, Monotonic Stack, Stack","Adobe, Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Samsung, Tiktok, Yahoo",https://leetcode.com/problems/next-greater-element-ii,723825,469890
Base 7,504,Easy,Math,Google,https://leetcode.com/problems/base-7,287549,146275
The Maze II,505,Medium,"Array, Breadth-First Search, Depth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path","Bytedance, Google, Microsoft",https://leetcode.com/problems/the-maze-ii,208319,111868
Relative Ranks,506,Easy,"Array, Heap (Priority Queue), Sorting",Google,https://leetcode.com/problems/relative-ranks,436467,316001
Perfect Number,507,Easy,Math,Adobe,https://leetcode.com/problems/perfect-number,525231,223526
Most Frequent Subtree Sum,508,Medium,"Binary Tree, Depth-First Search, Hash Table, Tree",Apple,https://leetcode.com/problems/most-frequent-subtree-sum,223138,149971
Fibonacci Number,509,Easy,"Dynamic Programming, Math, Memoization, Recursion","Adobe, Amazon, Apple, Facebook, Goldman Sachs, Google, Microsoft, Oracle",https://leetcode.com/problems/fibonacci-number,2855799,2054826
Inorder Successor in BST II,510,Medium,"Binary Search Tree, Binary Tree, Tree",Microsoft,https://leetcode.com/problems/inorder-successor-in-bst-ii,111369,67800
Find Bottom Left Tree Value,513,Medium,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Microsoft, Yahoo",https://leetcode.com/problems/find-bottom-left-tree-value,529366,378071
Freedom Trail,514,Hard,"Breadth-First Search, Depth-First Search, Dynamic Programming, String","De Shaw, Google",https://leetcode.com/problems/freedom-trail,189532,111908
Find Largest Value in Each Tree Row,515,Medium,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Apple, Facebook, Linkedin, Samsung",https://leetcode.com/problems/find-largest-value-in-each-tree-row,551523,362326
Longest Palindromic Subsequence,516,Medium,"Dynamic Programming, String","Amazon, Apple, Bloomberg, Linkedin, Microsoft, Oracle",https://leetcode.com/problems/longest-palindromic-subsequence,863137,546152
Super Washing Machines,517,Hard,"Array, Greedy",Microsoft,https://leetcode.com/problems/super-washing-machines,75499,31442
Coin Change II,518,Medium,"Array, Dynamic Programming","Accenture, Accolite, Adobe, Airtel, Amazon, Apple, Barclays, Bloomberg, Bytedance, Capgemini, Cisco, Citadel, Cognizant, De Shaw India, Deutsche Bank, Dunzo, Facebook, Flipkart, Goldman Sachs, Google, HSBC, IBM, Infosys, Intuit, Linkedin, Microsoft, Nagarro, Oracle, PayTM, Publicis Sapient, SAP Labs, Samsung, TCS, Uber, Walmart, oyo",https://leetcode.com/problems/coin-change-ii,1098014,705704
Random Flip Matrix,519,Medium,"Hash Table, Math, Randomized, Reservoir Sampling",Google,https://leetcode.com/problems/random-flip-matrix,54315,23107
Detect Capital,520,Easy,String,"Amazon, Google",https://leetcode.com/problems/detect-capital,809750,456322
Longest Uncommon Subsequence I,521,Easy,String,Google,https://leetcode.com/problems/longest-uncommon-subsequence-i,199760,121879
Longest Uncommon Subsequence II,522,Medium,"Array, Hash Table, Sorting, String, Two Pointers",Apple,https://leetcode.com/problems/longest-uncommon-subsequence-ii,131825,55677
Continuous Subarray Sum,523,Medium,"Array, Hash Table, Math, Prefix Sum","Amazon, Apple, Bytedance, Facebook, Google, Tiktok, Walmart Global Tech",https://leetcode.com/problems/continuous-subarray-sum,2006592,610908
Longest Word in Dictionary through Deleting,524,Medium,"Array, Sorting, String, Two Pointers",Google,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,311881,160324
Contiguous Array,525,Medium,"Array, Hash Table, Prefix Sum","Amazon, Apple, Facebook, Microsoft",https://leetcode.com/problems/contiguous-array,1018423,498524
Beautiful Arrangement,526,Medium,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming",Cisco,https://leetcode.com/problems/beautiful-arrangement,286046,184069
Word Abbreviation,527,Hard,"Array, Greedy, Sorting, String, Trie","Google, Snapchat",https://leetcode.com/problems/word-abbreviation,46341,28411
Random Pick with Weight,528,Medium,"Array, Binary Search, Math, Prefix Sum, Randomized","Amazon, Apple, Facebook, Google, Linkedin, Microsoft, Twitter, Uber",https://leetcode.com/problems/random-pick-with-weight,1086180,515248
Minesweeper,529,Medium,"Array, Breadth-First Search, Depth-First Search, Matrix","Amazon, Bloomberg, DocuSign, Facebook, Microsoft, Uber",https://leetcode.com/problems/minesweeper,248684,167027
Minimum Absolute Difference in BST,530,Easy,"Binary Search Tree, Binary Tree, Breadth-First Search, Depth-First Search, Tree","Bloomberg, Google, Microsoft, Samsung",https://leetcode.com/problems/minimum-absolute-difference-in-bst,746569,437182
Lonely Pixel I,531,Medium,"Array, Hash Table, Matrix","Google, Microsoft, Nvidia",https://leetcode.com/problems/lonely-pixel-i,71028,44289
K-diff Pairs in an Array,532,Medium,"Array, Binary Search, Hash Table, Sorting, Two Pointers","Adobe, Amazon, Apple, Bloomberg, DoorDash, Goldman Sachs, Uber, Zoho",https://leetcode.com/problems/k-diff-pairs-in-an-array,827353,360965
Lonely Pixel II,533,Medium,"Array, Hash Table, Matrix",Google,https://leetcode.com/problems/lonely-pixel-ii,27838,13543
Encode and Decode TinyURL,535,Medium,"Design, Hash Function, Hash Table, String","Amazon, Bloomberg, Microsoft",https://leetcode.com/problems/encode-and-decode-tinyurl,313326,271131
Construct Binary Tree from String,536,Medium,"Binary Tree, Depth-First Search, Stack, String, Tree",Facebook,https://leetcode.com/problems/construct-binary-tree-from-string,172234,98704
Complex Number Multiplication,537,Medium,"Math, Simulation, String",Amazon,https://leetcode.com/problems/complex-number-multiplication,137430,99109
Convert BST to Greater Tree,538,Medium,"Binary Search Tree, Binary Tree, Depth-First Search, Tree","Amazon, Bloomberg, Facebook",https://leetcode.com/problems/convert-bst-to-greater-tree,448215,313223
Minimum Time Difference,539,Medium,"Array, Math, Sorting, String","Amazon, Google",https://leetcode.com/problems/minimum-time-difference,484653,300929
Single Element in a Sorted Array,540,Medium,"Array, Binary Search","Amazon, Apple, Facebook, Google, Microsoft, Nvidia",https://leetcode.com/problems/single-element-in-a-sorted-array,1289200,764270
Reverse String II,541,Easy,"String, Two Pointers",Adobe,https://leetcode.com/problems/reverse-string-ii,528525,270910
01 Matrix,542,Medium,"Array, Breadth-First Search, Dynamic Programming, Matrix","Adobe, Amazon, Apple, Bloomberg, Bytedance, Dunzo, Facebook, Flipkart, Google, MathWorks, Microsoft, Publicis Sapient, Uber, Wipro",https://leetcode.com/problems/01-matrix,1276395,634899
Diameter of Binary Tree,543,Easy,"Binary Tree, Depth-First Search, Tree","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft",https://leetcode.com/problems/diameter-of-binary-tree,2778233,1715772
Output Contest Matches,544,Medium,"Recursion, Simulation, String",Google,https://leetcode.com/problems/output-contest-matches,35609,27504
Boundary of Binary Tree,545,Medium,"Binary Tree, Depth-First Search, Tree","Amazon, Bloomberg, Facebook, Microsoft",https://leetcode.com/problems/boundary-of-binary-tree,305318,140380
Remove Boxes,546,Hard,"Array, Dynamic Programming, Memoization",Uber,https://leetcode.com/problems/remove-boxes,102375,49219
Number of Provinces,547,Medium,"Breadth-First Search, Depth-First Search, Graph, Union Find","Amazon, Google, Intuit, Samsung, Uber, Walmart",https://leetcode.com/problems/number-of-provinces,1522611,1025694
Split Array with Equal Sum,548,Hard,"Array, Hash Table, Prefix Sum",Facebook,https://leetcode.com/problems/split-array-with-equal-sum,48242,24175
Binary Tree Longest Consecutive Sequence II,549,Medium,"Binary Tree, Depth-First Search, Tree",Google,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,111586,55279
Student Attendance Record I,551,Easy,String,Google,https://leetcode.com/problems/student-attendance-record-i,476950,235424
Student Attendance Record II,552,Hard,Dynamic Programming,Google,https://leetcode.com/problems/student-attendance-record-ii,256860,142294
Optimal Division,553,Medium,"Array, Dynamic Programming, Math",Amazon,https://leetcode.com/problems/optimal-division,69642,42726
Brick Wall,554,Medium,"Array, Hash Table","Bloomberg, Grab",https://leetcode.com/problems/brick-wall,268097,148845
Split Concatenated Strings,555,Medium,"Array, Greedy, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/split-concatenated-strings,16024,6965
Next Greater Element III,556,Medium,"Math, String, Two Pointers","Adobe, Amazon, Apple, Bloomberg, De Shaw, DoorDash, Facebook, Goldman Sachs, Google, Microsoft, Tiktok",https://leetcode.com/problems/next-greater-element-iii,485201,166382
Reverse Words in a String III,557,Easy,"String, Two Pointers","Accolite, Adobe, Amazon, Apple, Bloomberg, Cisco, CodeNation, Facebook, Flipkart, Goldman Sachs, Google, MakeMyTrip, Microsoft, PayPal, PayTM, SAP Labs, Samsung, Snapchat, Uber, Yandex, Zoho, eBay",https://leetcode.com/problems/reverse-words-in-a-string-iii,1141921,951788
Logical OR of Two Binary Grids Represented as Quad-Trees,558,Medium,"Divide and Conquer, Tree","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,31097,15624
Maximum Depth of N-ary Tree,559,Easy,"Breadth-First Search, Depth-First Search, Tree",Microsoft,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,412632,299119
Subarray Sum Equals K,560,Medium,"Array, Hash Table, Prefix Sum","Adobe, Amazon, Apple, Bloomberg, DoorDash, Expedia, Facebook, Google, Microsoft, Nvidia, Oracle, Quora, ServiceNow, Tiktok, Visa",https://leetcode.com/problems/subarray-sum-equals-k,3275127,1450259
Array Partition,561,Easy,"Array, Counting Sort, Greedy, Sorting","Adobe, Amazon, Yahoo",https://leetcode.com/problems/array-partition,650336,517324
Longest Line of Consecutive One in Matrix,562,Medium,"Array, Dynamic Programming, Matrix",Google,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,154164,77793
Binary Tree Tilt,563,Easy,"Binary Tree, Depth-First Search, Tree",Indeed,https://leetcode.com/problems/binary-tree-tilt,356967,224301
Find the Closest Palindrome,564,Hard,"Math, String","Amazon, Google, Oracle, Uber",https://leetcode.com/problems/find-the-closest-palindrome,378113,119926
Array Nesting,565,Medium,"Array, Depth-First Search","Adobe, Apple",https://leetcode.com/problems/array-nesting,238973,134722
Reshape the Matrix,566,Easy,"Array, Matrix, Simulation","Bloomberg, Facebook",https://leetcode.com/problems/reshape-the-matrix,626242,397290
Permutation in String,567,Medium,"Hash Table, Sliding Window, String, Two Pointers","Amazon, Apple, Bloomberg, Bytedance, Google, Microsoft, Oracle, Yandex",https://leetcode.com/problems/permutation-in-string,2316409,1075058
Maximum Vacation Days,568,Hard,"Array, Dynamic Programming, Matrix",Microsoft,https://leetcode.com/problems/maximum-vacation-days,84423,38798
Subtree of Another Tree,572,Easy,"Binary Tree, Depth-First Search, Hash Function, String Matching, Tree","Amazon, Facebook, Google, Microsoft",https://leetcode.com/problems/subtree-of-another-tree,1934514,945219
Squirrel Simulation,573,Medium,"Array, Math",Square,https://leetcode.com/problems/squirrel-simulation,39889,22815
Distribute Candies,575,Easy,"Array, Hash Table","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/distribute-candies,449670,308130
Out of Boundary Paths,576,Medium,Dynamic Programming,Amazon,https://leetcode.com/problems/out-of-boundary-paths,442944,213196
Shortest Unsorted Continuous Subarray,581,Medium,"Array, Greedy, Monotonic Stack, Sorting, Stack, Two Pointers","Amazon, Microsoft",https://leetcode.com/problems/shortest-unsorted-continuous-subarray,917962,340619
Kill Process,582,Medium,"Array, Breadth-First Search, Depth-First Search, Hash Table, Tree","Amazon, Microsoft",https://leetcode.com/problems/kill-process,127352,88819
Delete Operation for Two Strings,583,Medium,"Dynamic Programming, String",Amazon,https://leetcode.com/problems/delete-operation-for-two-strings,447565,281287
Erect the Fence,587,Hard,"Array, Geometry, Math",Google,https://leetcode.com/problems/erect-the-fence,114682,59611
Design In-Memory File System,588,Hard,"Design, Hash Table, Sorting, String, Trie","Amazon, DoorDash, Goldman Sachs, Google, Microsoft, Salesforce",https://leetcode.com/problems/design-in-memory-file-system,232324,111680
N-ary Tree Preorder Traversal,589,Easy,"Depth-First Search, Stack, Tree",Google,https://leetcode.com/problems/n-ary-tree-preorder-traversal,586407,444790
N-ary Tree Postorder Traversal,590,Easy,"Depth-First Search, Stack, Tree",Amazon,https://leetcode.com/problems/n-ary-tree-postorder-traversal,472524,379976
Tag Validator,591,Hard,"Stack, String","Airbnb, Amazon",https://leetcode.com/problems/tag-validator,42006,16443
Fraction Addition and Subtraction,592,Medium,"Math, Simulation, String",Goldman Sachs,https://leetcode.com/problems/fraction-addition-and-subtraction,194010,128273
Valid Square,593,Medium,"Geometry, Math","Google, Microsoft",https://leetcode.com/problems/valid-square,256300,113239
Longest Harmonious Subsequence,594,Easy,"Array, Counting, Hash Table, Sliding Window, Sorting","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/longest-harmonious-subsequence,314733,175182
Range Addition II,598,Easy,"Array, Math",Amazon,https://leetcode.com/problems/range-addition-ii,191483,108419
Minimum Index Sum of Two Lists,599,Easy,"Array, Hash Table, String","Apple, Oracle",https://leetcode.com/problems/minimum-index-sum-of-two-lists,439749,248765
Non-negative Integers without Consecutive Ones,600,Hard,Dynamic Programming,"Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,103534,41657
Design Compressed String Iterator,604,Easy,"Array, Design, Iterator, String",Google,https://leetcode.com/problems/design-compressed-string-iterator,86919,34759
Can Place Flowers,605,Easy,"Array, Greedy","Amazon, Bloomberg, Facebook, Linkedin, Yahoo",https://leetcode.com/problems/can-place-flowers,3279654,946218
Construct String from Binary Tree,606,Medium,"Binary Tree, Depth-First Search, String, Tree","Adobe, Amazon, Facebook, IBM",https://leetcode.com/problems/construct-string-from-binary-tree,470352,327472
Find Duplicate File in System,609,Medium,"Array, Hash Table, String","Apple, Dropbox",https://leetcode.com/problems/find-duplicate-file-in-system,229313,155149
Valid Triangle Number,611,Medium,"Array, Binary Search, Greedy, Sorting, Two Pointers","Amazon, Bloomberg, Linkedin",https://leetcode.com/problems/valid-triangle-number,402653,207605
Add Bold Tag in String,616,Medium,"Array, Hash Table, String, String Matching, Trie",Facebook,https://leetcode.com/problems/add-bold-tag-in-string,186253,93259
Merge Two Binary Trees,617,Easy,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Facebook, Uber, Yahoo",https://leetcode.com/problems/merge-two-binary-trees,1013626,802355
Task Scheduler,621,Medium,"Array, Counting, Greedy, Hash Table, Heap (Priority Queue), Sorting","Amazon, Facebook, Microsoft, Rubrik, Uber",https://leetcode.com/problems/task-scheduler,1147483,694295
Design Circular Queue,622,Medium,"Array, Design, Linked List, Queue","Airbnb, Amazon, Apple, Facebook, Microsoft, Nvidia",https://leetcode.com/problems/design-circular-queue,661483,343640
Add One Row to Tree,623,Medium,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/add-one-row-to-tree,439220,281432
Maximum Distance in Arrays,624,Medium,"Array, Greedy",Yahoo,https://leetcode.com/problems/maximum-distance-in-arrays,390172,178618
Minimum Factorization,625,Medium,"Greedy, Math","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/minimum-factorization,34276,11561
Maximum Product of Three Numbers,628,Easy,"Array, Math, Sorting",Salesforce,https://leetcode.com/problems/maximum-product-of-three-numbers,798833,360849
K Inverse Pairs Array,629,Hard,Dynamic Programming,Bytedance,https://leetcode.com/problems/k-inverse-pairs-array,268102,132068
Course Schedule III,630,Hard,"Array, Greedy, Heap (Priority Queue), Sorting",Bloomberg,https://leetcode.com/problems/course-schedule-iii,288533,116384
Design Excel Sum Formula,631,Hard,"Array, Design, Graph, Matrix, Topological Sort",Google,https://leetcode.com/problems/design-excel-sum-formula,45869,20148
Smallest Range Covering Elements from K Lists,632,Hard,"Array, Greedy, Hash Table, Heap (Priority Queue), Sliding Window, Sorting","Adobe, Amazon, Apple, Bloomberg, Flipkart, Google, Lyft, Pinterest, Snapchat",https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,283438,197512
Sum of Square Numbers,633,Medium,"Binary Search, Math, Two Pointers","Amazon, Bloomberg",https://leetcode.com/problems/sum-of-square-numbers,1001690,365926
Find the Derangement of An Array,634,Medium,"Dynamic Programming, Math",Amazon,https://leetcode.com/problems/find-the-derangement-of-an-array,27493,11506
Design Log Storage System,635,Medium,"Design, Hash Table, Ordered Set, String",Twitter,https://leetcode.com/problems/design-log-storage-system,60105,35789
Exclusive Time of Functions,636,Medium,"Array, Stack","DoorDash, Facebook, Google, Linkedin, Microsoft",https://leetcode.com/problems/exclusive-time-of-functions,379413,238778
Average of Levels in Binary Tree,637,Easy,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Facebook, Microsoft",https://leetcode.com/problems/average-of-levels-in-binary-tree,777100,569960
Shopping Offers,638,Medium,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming, Memoization","Amazon, Apple, Facebook, Google",https://leetcode.com/problems/shopping-offers,124203,64378
Decode Ways II,639,Hard,"Dynamic Programming, String",Microsoft,https://leetcode.com/problems/decode-ways-ii,251896,77846
Solve the Equation,640,Medium,"Math, Simulation, String","Amazon, Google",https://leetcode.com/problems/solve-the-equation,95581,42358
Design Circular Deque,641,Medium,"Array, Design, Linked List, Queue","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/design-circular-deque,254393,164447
Design Search Autocomplete System,642,Hard,"Data Stream, Depth-First Search, Design, Heap (Priority Queue), Sorting, String, Trie","Amazon, Google, Linkedin, Microsoft, Snapchat, Twitter",https://leetcode.com/problems/design-search-autocomplete-system,301119,147938
Maximum Average Subarray I,643,Easy,"Array, Sliding Window",Facebook,https://leetcode.com/problems/maximum-average-subarray-i,1381749,607733
Maximum Average Subarray II,644,Hard,"Array, Binary Search, Prefix Sum",Google,https://leetcode.com/problems/maximum-average-subarray-ii,57043,21128
Set Mismatch,645,Easy,"Array, Bit Manipulation, Hash Table, Sorting",Adobe,https://leetcode.com/problems/set-mismatch,1086604,484909
Maximum Length of Pair Chain,646,Medium,"Array, Dynamic Programming, Greedy, Sorting","Amazon, Bloomberg, Capgemini, Flipkart, Google, Microsoft, Uber, Walmart",https://leetcode.com/problems/maximum-length-of-pair-chain,422299,254619
Palindromic Substrings,647,Medium,"Dynamic Programming, String, Two Pointers","Expedia, Facebook, Twitter",https://leetcode.com/problems/palindromic-substrings,1258035,890465
Replace Words,648,Medium,"Array, Hash Table, String, Trie",Facebook,https://leetcode.com/problems/replace-words,409592,278908
Dota2 Senate,649,Medium,"Greedy, Queue, String","Amazon, Apple, Bloomberg, Facebook, Google, Microsoft, Uber, Walmart Global Tech",https://leetcode.com/problems/dota2-senate,378368,182091
2 Keys Keyboard,650,Medium,"Dynamic Programming, Math","Amazon, Microsoft",https://leetcode.com/problems/2-keys-keyboard,440853,262799
4 Keys Keyboard,651,Medium,"Dynamic Programming, Math",Microsoft,https://leetcode.com/problems/4-keys-keyboard,55322,30892
Find Duplicate Subtrees,652,Medium,"Binary Tree, Depth-First Search, Hash Table, Tree","Amazon, Bloomberg, Google",https://leetcode.com/problems/find-duplicate-subtrees,462049,275958
Two Sum IV - Input is a BST,653,Easy,"Binary Search Tree, Binary Tree, Breadth-First Search, Depth-First Search, Hash Table, Tree, Two Pointers","Amazon, Uber",https://leetcode.com/problems/two-sum-iv-input-is-a-bst,954164,588175
Maximum Binary Tree,654,Medium,"Array, Binary Tree, Divide and Conquer, Monotonic Stack, Stack, Tree",Amazon,https://leetcode.com/problems/maximum-binary-tree,361541,309711
Print Binary Tree,655,Medium,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Linkedin",https://leetcode.com/problems/print-binary-tree,113516,73531
Coin Path,656,Hard,"Array, Dynamic Programming",Google,https://leetcode.com/problems/coin-path,44858,14460
Robot Return to Origin,657,Easy,"Simulation, String","Amazon, Goldman Sachs, Google, Yandex",https://leetcode.com/problems/robot-return-to-origin,599972,455526
Find K Closest Elements,658,Medium,"Array, Binary Search, Heap (Priority Queue), Sliding Window, Sorting, Two Pointers","Amazon, Bloomberg, Facebook, Google, Oracle, Tiktok, Uber",https://leetcode.com/problems/find-k-closest-elements,1264188,606153
Split Array into Consecutive Subsequences,659,Medium,"Array, Greedy, Hash Table, Heap (Priority Queue)","Bloomberg, Google",https://leetcode.com/problems/split-array-into-consecutive-subsequences,260961,133699
Remove 9,660,Hard,Math,Google,https://leetcode.com/problems/remove-9,19021,10904
Image Smoother,661,Easy,"Array, Matrix","Amazon, Facebook, Microsoft",https://leetcode.com/problems/image-smoother,254658,172345
Maximum Width of Binary Tree,662,Medium,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Amazon, Bloomberg, Facebook, Google, Microsoft",https://leetcode.com/problems/maximum-width-of-binary-tree,979385,424430
Equal Tree Partition,663,Medium,"Binary Tree, Depth-First Search, Tree",Amazon,https://leetcode.com/problems/equal-tree-partition,76268,31728
Strange Printer,664,Hard,"Dynamic Programming, String","Google, Walmart Global Tech",https://leetcode.com/problems/strange-printer,242454,148127
